KO,Bsal_1_15,Bsal_1_29,Bsal_2_15,Bsal_2_29,Bsal_3_15,Bsal_4_15,Bsal_4_29,
K03570,0,1,4,0,0,0,0,
K03571,0,0,0,0,0,0,0,
K06287,0,0,0,0,0,0,0,
K08301,0,0,0,0,0,0,0,
K00635,0,0,0,0,0,0,0,
K00390,0,0,2,0,2,0,0,
K06076,0,0,0,0,0,0,0,
K02203,0,0,0,0,0,0,0,
K00355,0,0,4,0,0,0,0,
K02616,0,0,0,0,0,0,0,
K06153,0,0,0,0,0,0,0,
K00344,2,0,0,0,0,0,0,
K05523,0,0,0,0,0,0,0,
K09788,0,0,0,0,2,0,0,
K07340,0,0,0,0,1,0,0,
K07001,0,0,0,0,0,0,0,
K08218,2,0,0,0,1,0,0,
K03760,2,0,2,0,0,0,0,
K03320,0,1,0,0,2,0,0,
K02948,0,2,0,1,1,3,0,
K02986,0,3,2,0,1,3,0,
K03040,0,9,2,0,2,8,0,
K02879,0,1,0,0,0,1,0,
K10215,0,0,0,0,0,2,0,
K00249,0,0,0,0,0,0,0,
K01414,0,0,0,0,0,0,0,
K07070,0,0,0,0,0,0,0,
K12573,0,6,10,0,6,0,0,
K18697,0,0,0,0,0,0,0,
K07078,0,0,0,0,0,0,0,
K07058,0,0,0,0,0,0,0,
K03809,0,0,0,0,0,0,0,
K03816,0,0,0,0,0,0,0,
K03832,0,0,0,0,0,0,0,
K06217,0,0,0,0,0,0,0,
K07042,0,0,0,0,0,0,0,
K06168,0,0,2,0,6,6,0,
K08309,0,0,14,0,0,2,0,
K00024,0,4,0,2,2,0,0,
K07394,0,0,2,0,0,6,0,
K07115,0,0,0,0,2,0,0,
K17103,0,0,0,0,1,0,0,
K06134,0,0,0,0,0,0,0,
K07278,0,2,0,0,4,0,0,
K09800,0,0,0,0,0,0,0,
K07404,2,0,0,0,4,0,0,
K01682,2,4,4,0,6,2,0,
K03319,0,0,0,0,0,0,0,
K19577,0,0,0,0,0,0,0,
K10716,0,0,0,0,0,0,0,
K03576,0,2,0,0,0,0,0,
K06177,0,0,2,0,0,0,0,
K07473,0,0,0,0,0,0,0,
K06925,0,0,0,0,0,0,0,
K03572,0,0,0,0,0,0,0,
K00791,0,2,10,0,0,2,0,
K03666,0,0,0,0,0,0,0,
K10679,0,0,0,0,0,0,0,
K03269,0,0,0,0,0,0,0,
K03767,0,0,0,0,0,0,0,
K01886,2,2,0,0,0,0,0,
K01951,0,0,0,0,0,0,0,
K15270,0,0,0,0,0,0,0,
K00154,0,0,0,0,0,0,0,
K11737,0,0,0,0,0,0,0,
K00673,0,0,0,0,0,0,0,
K00840,0,0,0,0,1,0,0,
K14052,0,0,0,0,0,0,0,
K09471,0,0,0,0,0,0,0,
K10676,0,0,0,0,2,0,0,
K00219,0,0,0,0,0,0,0,
K01940,0,0,0,0,0,0,0,
K03683,0,0,0,0,4,0,0,
K07267,3,0,2,0,0,0,0,
K00117,0,0,0,0,0,2,0,
K00381,0,0,2,0,0,0,0,
K00626,0,0,14,0,0,0,0,
K04750,0,0,0,0,0,0,0,
K08084,0,0,0,0,0,0,0,
K03286,0,2,2,0,1,1,1,
K14415,0,0,0,0,0,0,0,
K11733,0,6,0,0,0,0,0,
K00564,0,0,0,0,0,0,0,
K16345,0,0,0,0,0,0,0,
K06207,0,6,4,0,4,2,0,
K03282,0,0,0,0,0,0,0,
K10563,0,0,0,0,0,0,0,
K03652,0,0,0,0,0,0,0,
K02014,1,0,0,0,0,2,0,
K13936,0,0,0,0,2,0,0,
K07126,0,0,0,0,0,0,0,
K03981,0,0,4,0,0,0,0,
K09016,0,0,0,0,0,0,0,
K09024,0,0,0,0,3,0,0,
K09021,0,0,0,0,0,0,0,
K09020,0,0,0,0,0,0,0,
K09018,0,0,0,0,2,0,0,
K09019,0,0,0,0,0,0,0,
K09023,2,0,0,0,2,0,0,
K06193,0,0,0,0,0,0,0,
K09946,0,4,6,0,0,2,0,
K00796,0,0,0,0,0,0,0,
K01113,0,0,0,0,0,0,0,
K01491,0,0,4,0,0,0,0,
K03761,0,0,0,0,0,0,0,
K00864,0,0,0,0,0,0,0,
K01596,0,0,0,0,0,0,0,
K00111,0,0,0,0,0,0,0,
K07029,0,2,0,0,3,0,0,
K04078,0,0,0,0,0,0,0,
K04077,2,2,1,2,0,0,0,
K01126,0,0,0,0,0,0,0,
K18138,2,0,0,0,2,0,0,
K03799,0,0,0,0,0,0,0,
K08309,2,8,0,0,0,4,0,
K14058,6,0,0,2,0,0,0,
K02018,0,0,0,0,0,0,0,
K02020,0,0,1,0,0,0,0,
K02019,0,0,0,0,0,0,0,
K05599,0,0,0,0,2,0,0,
K05600,0,0,0,0,0,0,0,
K11311,0,0,0,0,0,0,0,
K04033,0,0,0,0,0,0,0,
K01061,0,0,0,0,0,0,0,
K21758,2,0,0,0,0,0,0,
K08195,1,0,0,0,0,0,0,
K00019,0,0,0,0,0,0,0,
K17737,0,0,0,0,1,0,0,
K01028,0,0,0,0,0,0,0,
K01029,0,0,0,0,0,4,0,
K02106,0,0,0,0,0,2,0,
K00626,0,0,0,0,0,1,0,
K21645,0,2,0,0,0,0,0,
K01744,0,0,0,0,0,0,0,
K07646,0,0,0,0,0,0,0,
K01547,0,0,0,0,6,0,0,
K01548,0,0,0,0,0,0,0,
K01546,0,0,0,0,0,0,0,
K00950,0,0,0,0,0,0,0,
K01633,0,0,0,0,0,0,0,
K00248,0,0,0,0,2,0,0,
K08683,2,0,0,0,0,0,0,
K15553,0,0,0,0,0,0,0,
K15554,0,0,0,0,0,0,0,
K02493,0,0,0,0,0,0,0,
K02835,0,0,0,0,0,0,0,
K07496,0,0,0,0,0,0,0,
K11936,0,0,0,0,0,0,0,
K11937,0,0,0,0,0,0,0,
K11931,0,0,0,0,0,0,0,
K11935,0,0,0,0,0,0,0,
K09773,0,0,0,0,0,0,0,
K01007,0,10,4,0,0,2,0,
K02297,0,0,2,0,0,5,0,
K02298,2,2,2,0,5,2,0,
K02299,0,0,0,0,2,0,0,
K02300,0,0,0,0,0,0,0,
K02257,0,0,0,0,0,0,0,
K02990,0,4,2,0,0,0,0,
K02963,0,3,1,0,3,0,0,
K02939,0,4,0,2,1,2,0,
K02314,0,0,0,0,0,0,0,
K01775,0,0,0,0,0,0,0,
K07395,0,0,0,0,0,0,0,
K03495,0,0,0,0,0,0,0,
K02687,0,0,0,0,0,0,0,
K03557,0,0,0,0,4,0,0,
K00602,0,2,0,0,2,2,0,
K01945,0,2,0,0,2,0,0,
K02073,0,2,0,0,0,0,0,
K02071,0,0,0,0,4,0,0,
K02072,0,0,0,0,0,0,0,
K01069,0,0,0,0,0,0,0,
K11103,0,1,0,0,0,0,0,
K00799,0,0,0,0,0,0,0,
K05548,0,0,0,0,0,0,0,
K00480,0,0,0,2,2,0,0,
K07002,2,0,0,0,0,0,0,
K18013,0,0,0,0,0,0,0,
K03119,0,0,0,0,0,0,0,
K00344,0,0,0,0,0,0,0,
K25316,0,0,0,0,0,0,0,
K00574,0,2,6,0,0,0,0,
K00574,1,0,0,0,0,0,0,
K09701,0,0,0,0,0,0,0,
K06954,0,0,0,0,0,0,0,
K00507,0,0,0,0,1,6,0,
K03098,0,0,0,0,0,0,0,
K02483,0,0,0,0,0,0,0,
K06192,0,0,0,0,0,0,0,
K11477,0,0,0,0,0,0,0,
K09857,0,0,0,0,0,0,0,
K07127,0,0,0,0,0,0,0,
K03808,0,4,0,0,3,0,0,
K03808,0,0,0,0,0,0,0,
K01607,0,0,0,0,0,0,0,
K03762,0,0,0,0,0,0,0,
K02078,0,0,0,0,0,0,0,
K02078,0,0,0,0,0,0,0,
K03977,0,0,0,0,0,0,0,
K17713,0,0,0,0,2,5,2,
K01892,0,0,0,0,0,0,0,
K03526,0,2,0,0,0,0,0,
K15539,0,0,0,0,0,0,0,
K02656,0,0,0,0,0,0,0,
K06941,0,0,0,0,2,0,0,
K00940,0,2,0,2,0,0,1,
K19002,0,0,0,0,0,0,0,
K19302,0,0,0,0,0,0,0,
K03797,0,0,0,0,2,0,0,
K01207,0,0,0,0,0,0,0,
K00131,0,0,0,0,0,0,0,
K00147,0,0,0,0,0,0,0,
K03299,0,0,0,0,0,0,0,
K00851,0,0,0,0,0,0,0,
K01690,0,0,0,0,7,0,0,
K01625,0,0,0,0,0,0,0,
K00925,2,1,2,0,0,0,0,
K13788,0,0,0,0,0,2,0,
K01676,0,2,0,0,2,0,1,
K09924,0,0,0,0,0,0,0,
K03544,0,0,0,0,0,0,0,
K02454,0,0,0,0,8,0,0,
K02483,0,2,4,0,0,0,0,
K05365,0,2,0,0,0,0,0,
K03574,0,0,0,0,0,0,0,
K00858,0,0,0,0,0,0,0,
K00766,0,0,0,0,0,0,0,
K09916,0,0,0,0,0,0,0,
K11103,0,0,0,0,0,0,0,
K07017,0,0,0,0,0,0,0,
K14170,0,0,0,0,0,2,0,
K24018,0,2,2,0,2,0,0,
K01270,0,0,0,0,0,0,0,
K01974,0,0,0,0,0,0,0,
K14415,0,0,0,0,0,0,0,
K00784,0,0,0,0,0,0,0,
K14414,0,0,0,0,0,0,0,
K07018,0,0,0,0,0,0,0,
K09861,0,0,0,0,0,0,0,
K03149,0,0,0,0,0,0,0,
K03154,0,0,0,0,0,0,0,
K11903,0,0,0,0,0,0,0,
K11897,8,0,2,0,0,0,0,
K11896,0,0,0,0,0,0,0,
K11895,0,0,0,0,0,0,0,
K11891,0,0,0,0,0,0,0,
K11890,0,0,0,0,6,0,0,
K03286,0,0,0,0,0,0,0,
K11907,0,0,0,0,0,2,0,
K11902,0,0,0,0,0,0,0,
K11893,0,0,0,0,0,0,0,
K11892,0,0,0,0,0,0,0,
K17733,0,0,0,0,0,0,0,
K09927,0,0,0,0,0,0,0,
K00375,0,0,0,0,0,0,0,
K09765,0,0,0,0,0,0,0,
K13639,0,0,0,0,0,0,0,
K09712,0,0,0,0,0,0,0,
K01752,0,0,0,0,2,0,0,
K06988,0,0,0,0,0,0,0,
K06076,0,0,0,0,0,0,0,
K07506,0,0,0,0,2,0,0,
K03704,0,0,0,0,0,0,0,
K14674,0,0,0,0,0,0,0,
K06923,0,0,0,0,2,0,0,
K25706,0,0,0,0,0,0,0,
K01423,0,0,0,0,0,0,0,
K02970,0,0,0,0,0,0,0,
K09117,0,0,0,0,0,0,0,
K00090,0,0,4,0,0,0,0,
K09965,0,0,0,0,0,0,0,
K03300,0,0,0,0,0,0,0,
K03699,0,0,2,0,0,0,0,
K18297,0,0,0,0,0,0,0,
K01637,0,10,0,0,8,2,0,
K06079,0,0,0,0,0,0,0,
K03190,4,0,0,0,2,0,0,
K01430,0,0,0,0,0,0,0,
K01429,0,0,0,0,0,0,0,
K01428,0,0,0,0,0,0,0,
K03187,0,0,0,0,0,0,0,
K03188,0,0,0,0,0,0,0,
K03189,0,0,0,0,0,1,0,
K05515,0,0,0,0,0,0,0,
K03192,0,0,0,0,0,0,0,
K08316,0,0,0,0,0,0,0,
K00939,0,0,0,0,1,0,0,
K10773,0,0,0,0,0,0,0,
K03616,0,2,0,0,2,0,0,
K00262,0,0,0,0,0,0,0,
K03668,0,0,0,0,0,0,0,
K15777,0,0,0,0,0,1,0,
K01338,0,3,0,2,0,0,0,
K00783,0,0,0,0,0,0,0,
K01934,0,6,7,0,0,0,0,
K09888,0,0,0,0,0,0,0,
K03564,0,0,0,0,0,0,0,
K06927,0,0,0,0,0,0,0,
K06920,0,7,8,0,3,2,1,
K10026,0,0,0,0,0,0,0,
K00674,2,0,0,0,0,0,0,
K13635,0,0,1,0,0,0,0,
K02045,0,0,0,0,0,0,0,
K02047,0,0,0,0,0,0,0,
K02046,0,0,0,0,0,0,0,
K07002,0,0,0,0,0,0,0,
K23163,0,0,0,0,0,0,0,
K07082,0,0,0,0,0,0,0,
K00278,0,0,0,0,0,0,0,
K00943,0,0,0,0,0,0,0,
K04771,0,0,2,0,0,0,0,
K07107,0,0,0,0,0,0,0,
K03596,0,0,2,0,0,0,0,
K03100,0,2,0,0,0,0,0,
K03685,0,0,0,0,0,0,0,
K03595,0,2,1,0,1,0,0,
K03584,0,0,1,0,0,0,0,
K03474,0,0,0,0,0,0,0,
K06169,0,0,0,0,0,0,0,
K16066,0,0,0,0,2,0,0,
K00812,0,0,0,0,0,0,0,
K04754,0,0,0,0,2,0,0,
K07315,0,0,0,0,0,0,0,
K11206,0,0,0,0,0,0,0,
K02454,0,0,0,0,0,0,0,
K23775,0,0,0,0,0,0,0,
K04063,0,0,0,0,0,0,0,
K02335,0,0,0,0,0,0,0,
K02221,0,0,0,0,0,0,0,
K00286,0,0,0,0,0,0,0,
K04075,0,0,1,0,0,0,0,
K01962,0,0,0,0,0,0,0,
K01524,0,0,0,0,6,0,0,
K03671,0,2,0,0,0,0,0,
K01890,2,0,8,0,1,1,0,
K03628,0,0,0,0,0,0,0,
K04764,0,0,0,0,0,0,0,
K01889,0,0,0,0,0,0,0,
K02887,0,1,0,0,0,0,0,
K02916,0,3,0,0,2,0,1,
K19113,0,0,0,0,0,0,0,
K15554,0,0,0,0,0,0,0,
K15555,0,0,0,0,0,0,0,
K03832,0,0,0,0,0,0,0,
K03561,0,0,0,0,0,0,0,
K03559,0,0,0,0,0,0,0,
K22303,0,0,0,0,0,0,0,
K15553,0,0,0,0,4,0,0,
K02014,0,0,0,0,0,0,0,
K02014,0,0,0,0,0,0,0,
K24116,0,0,0,0,0,0,0,
K19265,0,0,0,0,0,0,0,
K22303,0,0,0,0,0,0,0,
K03790,0,0,0,0,0,0,0,
K22108,0,0,0,0,0,0,0,
K13774,0,0,0,0,0,0,0,
K13778,0,0,2,0,4,0,0,
K11731,1,0,0,0,2,0,0,
K13779,0,0,0,0,0,0,0,
K13777,0,4,0,0,0,0,0,
K07131,0,0,0,0,0,0,0,
K06945,0,0,0,0,0,0,0,
K03600,0,0,2,0,0,0,0,
K03599,0,0,0,0,0,0,0,
K02996,0,0,0,0,0,0,0,
K02871,2,5,10,0,0,0,0,
K00097,0,0,0,0,0,0,0,
K02528,0,0,0,0,0,0,0,
K01525,0,0,0,0,0,0,0,
K03665,0,0,0,0,0,0,0,
K06132,0,0,0,0,0,1,0,
K22617,0,0,0,0,0,0,0,
K07098,0,0,0,0,0,0,0,
K21021,0,0,0,0,0,0,0,
K03286,0,0,0,0,0,0,0,
K09895,0,2,0,0,0,0,0,
K01262,0,6,0,0,0,0,0,
K03185,0,0,0,0,0,0,0,
K06895,0,0,0,0,0,0,0,
K05596,0,0,0,0,0,0,0,
K07056,0,0,0,0,0,0,0,
K07460,0,0,0,0,0,0,0,
K03426,0,0,0,0,0,0,0,
K14159,0,0,0,0,0,0,0,
K08307,0,0,4,0,1,2,0,
K13893,0,0,0,0,0,0,0,
K13894,0,2,0,0,0,0,0,
K13895,0,0,0,0,0,0,0,
K02031,0,0,0,0,0,0,0,
K02014,0,0,0,0,0,0,0,
K00799,0,0,0,0,0,0,0,
K01740,0,0,0,0,0,0,0,
K01673,0,0,0,0,0,0,0,
K06959,3,0,0,0,2,0,0,
K07659,2,4,0,0,8,6,0,
K07638,3,2,0,0,2,0,2,
K18118,2,0,10,0,0,2,0,
K01693,0,0,0,0,0,0,0,
K02501,0,0,0,0,0,0,0,
K01814,0,0,0,0,0,0,0,
K23779,0,0,0,0,0,0,0,
K02204,0,0,0,0,0,0,0,
K02500,0,0,0,0,0,0,0,
K06188,0,0,0,0,2,0,0,
K11249,0,0,0,0,0,0,0,
K01173,0,0,0,0,0,0,0,
K03549,0,0,0,0,0,0,0,
K07126,0,0,0,0,0,0,0,
K18954,0,0,0,0,0,0,0,
K05275,0,0,0,0,0,0,0,
K08224,0,0,0,0,0,0,0,
K06911,2,0,0,0,0,0,0,
K00135,0,0,0,0,0,0,0,
K00823,0,0,0,0,0,0,0,
K00375,0,0,0,0,0,0,0,
K23779,2,0,0,0,0,0,0,
K03111,0,0,0,0,0,0,0,
K09799,1,0,2,0,0,0,0,
K03707,0,0,0,0,0,0,0,
K07124,0,0,0,0,0,0,2,
K02442,0,0,0,0,0,0,0,
K08987,0,0,0,0,0,0,0,
K16137,0,0,1,0,4,0,0,
K03701,2,0,0,0,3,0,0,
K02168,0,0,1,0,0,0,0,
K14393,4,0,1,0,1,0,0,
K20975,0,0,0,0,4,0,0,
K01736,0,0,2,0,0,0,0,
K07320,0,0,0,2,0,0,0,
K01696,0,0,0,0,0,0,0,
K09989,0,0,0,0,0,0,0,
K09902,0,2,0,0,2,0,0,
K01118,0,0,0,0,0,0,0,
K03684,0,0,0,0,0,0,0,
K06187,0,0,0,0,0,0,0,
K09747,0,0,0,0,0,0,0,
K10764,0,0,0,0,1,0,0,
K03821,2,0,0,0,0,0,0,
K02503,0,0,4,2,0,0,0,
K25187,0,0,0,0,0,0,0,
K25188,0,0,0,0,0,0,0,
K25182,0,0,0,0,0,0,0,
K03457,2,0,2,0,0,0,0,
K07347,0,0,0,0,2,0,0,
K15540,0,1,0,0,0,0,0,
K07345,0,0,0,0,4,0,0,
K01012,0,0,0,0,0,0,0,
K18979,0,0,0,0,2,0,0,
K23997,0,0,4,0,0,0,0,
K01159,0,0,0,0,0,0,0,
K23779,0,0,0,0,0,0,0,
K19318,0,0,0,0,0,0,0,
K24217,0,0,0,0,0,0,0,
K07113,0,5,0,0,0,0,0,
K00789,0,0,0,0,0,0,1,
K00615,0,0,6,0,0,0,0,
K07025,0,0,0,0,0,0,0,
K05589,0,0,0,0,1,0,0,
K00991,0,0,0,0,0,0,0,
K01031,0,0,0,0,2,0,0,
K01032,0,0,0,0,0,0,0,
K00632,0,0,0,0,2,0,0,
K01857,0,0,0,0,0,0,0,
K01055,0,0,0,0,0,0,0,
K08195,0,0,0,0,2,0,0,
K01607,0,0,0,0,0,0,0,
K00449,0,0,0,0,0,0,0,
K00448,2,0,0,0,2,0,0,
K03785,0,0,0,0,2,0,0,
K09483,2,2,0,0,0,0,0,
K07267,0,0,0,0,0,0,0,
K05358,4,0,4,0,2,0,0,
K07112,0,0,0,0,0,0,0,
K07112,0,0,0,0,0,2,0,
K02624,0,0,0,0,0,0,0,
K00249,0,0,2,0,2,0,0,
K21758,0,0,0,0,0,0,0,
K01887,0,0,2,0,0,2,0,
K00799,2,0,0,0,0,0,0,
K06911,0,0,4,0,0,0,0,
K07397,0,0,0,0,0,0,0,
K01951,0,0,0,0,2,0,0,
K10947,0,0,0,0,0,0,0,
K15977,0,0,0,0,0,0,0,
K03975,0,0,0,0,0,0,0,
K03496,1,0,1,0,2,0,0,
K05527,0,0,0,0,0,0,0,
K06133,0,0,0,0,0,0,0,
K07003,1,0,0,0,3,0,0,
K00059,0,6,0,0,0,0,0,
K00626,0,0,2,0,4,4,0,
K00616,0,0,0,0,0,0,2,
K11250,0,0,0,0,0,0,0,
K03719,0,0,0,0,0,0,0,
K05782,0,0,0,0,0,0,0,
K07090,0,0,8,0,4,2,2,
K07275,0,0,0,0,0,0,0,
K03824,0,0,0,0,0,0,0,
K01185,0,0,0,0,0,0,0,
K07044,0,0,0,0,1,0,0,
K06911,0,0,0,0,0,0,0,
K06901,0,0,0,0,0,0,0,
K21053,0,0,0,0,0,0,0,
K12262,0,0,0,0,0,0,0,
K01872,0,0,1,0,2,0,0,
K00928,0,0,0,0,0,0,0,
K03470,0,0,0,0,0,0,0,
K03563,0,0,0,0,0,0,0,
K02502,0,0,0,0,0,0,0,
K01939,0,0,0,0,4,0,0,
K23010,0,0,0,0,0,0,0,
K10914,0,0,0,0,0,0,0,
K07397,0,0,3,0,0,0,1,
K14731,0,1,0,0,0,0,0,
K09136,0,0,0,0,0,0,0,
K03333,0,0,0,0,0,0,0,
K13444,0,0,0,0,0,0,0,
K21758,0,0,0,0,0,0,0,
K03862,0,0,0,0,0,0,0,
K03863,0,0,0,0,0,0,0,
K11475,0,0,0,0,0,0,0,
K05819,0,0,0,0,0,0,0,
K18383,0,4,0,0,0,0,0,
K21802,0,0,0,0,0,0,0,
K12508,0,0,2,0,2,0,0,
K00249,0,0,0,0,0,0,0,
K13936,0,2,0,0,0,0,0,
K01873,0,0,0,0,0,0,0,
K18138,2,0,2,0,4,1,0,
K18139,0,0,0,0,0,0,0,
K03585,0,2,0,0,2,0,0,
K19302,0,0,0,0,0,0,0,
K02523,0,0,0,0,0,0,0,
K02888,0,1,0,0,0,0,0,
K02899,0,0,1,0,0,0,0,
K03634,2,7,4,0,8,2,0,
K01875,0,0,0,0,2,2,0,
K02302,0,2,0,0,0,0,0,
K03216,0,0,0,0,0,0,0,
K00990,0,0,0,0,0,0,0,
K08289,3,0,0,0,1,2,0,
K01821,0,0,0,0,0,0,0,
K10914,0,0,0,0,0,0,0,
K06942,0,0,0,0,0,0,0,
K02072,0,0,0,0,0,0,0,
K02071,0,0,0,0,0,0,0,
K02073,0,0,0,0,0,0,0,
K02073,0,0,0,0,0,0,0,
K20938,0,0,0,0,0,0,0,
K10001,0,3,14,0,0,2,0,
K10003,0,0,0,0,2,0,0,
K10002,0,0,0,0,0,0,0,
K10004,0,0,0,0,0,0,0,
K18189,0,0,0,0,0,0,0,
K18446,0,0,1,0,0,0,0,
K00788,1,0,0,0,0,0,0,
K01845,2,0,0,0,0,0,0,
K06177,0,0,0,0,0,0,0,
K03580,2,2,0,2,5,0,0,
K22105,0,0,0,0,0,0,0,
K22770,2,4,0,0,4,2,0,
K22769,0,12,2,0,4,4,0,
K00836,2,5,0,0,11,2,2,
K13745,5,0,2,2,0,2,2,
K03719,0,0,0,0,0,0,0,
K01568,0,0,0,0,0,0,0,
K02040,4,0,6,0,0,0,0,
K05819,0,0,0,0,0,0,0,
K05712,0,0,0,0,0,0,0,
K05817,0,0,0,0,0,0,0,
K09913,0,0,0,0,0,0,0,
K00433,0,0,0,0,1,2,0,
K13985,0,0,0,0,0,0,0,
K23164,0,0,0,0,0,0,0,
K00019,0,2,0,0,2,0,0,
K19267,0,0,0,0,0,0,0,
K07124,0,0,0,0,0,0,0,
K01574,2,2,0,0,0,0,0,
K07044,0,0,0,0,0,0,0,
K07044,0,0,0,0,0,0,0,
K06889,1,0,0,0,0,0,0,
K03923,0,0,0,0,1,0,0,
K21822,0,0,0,0,0,0,0,
K21699,0,0,0,0,1,0,0,
K00822,0,0,0,0,0,0,0,
K00140,0,2,4,0,0,0,0,
K11735,0,0,0,0,0,0,0,
K13021,0,0,0,0,0,0,0,
K03543,0,0,0,0,0,0,0,
K03446,0,0,0,0,0,0,0,
K18301,0,0,0,0,0,0,0,
K03704,0,0,0,0,0,0,0,
K01821,0,0,0,0,0,0,0,
K13979,0,0,0,0,0,0,0,
K02014,0,0,0,0,0,0,0,
K02016,0,0,0,0,2,0,0,
K02013,0,0,0,0,0,0,0,
K00064,0,0,0,0,0,0,0,
K01457,0,0,0,0,1,0,0,
K01941,0,0,0,0,0,0,0,
K07722,0,0,0,0,0,0,0,
K09967,0,0,0,0,0,0,0,
K17735,0,0,0,0,2,0,0,
K22210,0,0,0,0,0,0,0,
K07160,0,0,0,0,0,0,0,
K25190,0,0,0,0,0,0,0,
K00748,0,2,0,0,2,0,0,
K23777,0,0,0,0,0,0,0,
K16088,2,0,0,0,0,0,0,
K07090,0,0,0,0,0,0,0,
K01626,0,1,2,0,0,0,0,
K02233,0,0,0,0,0,0,0,
K00768,0,0,1,0,0,0,0,
K02231,0,0,0,0,0,0,0,
K03976,0,0,4,0,2,0,0,
K00496,0,0,1,0,0,0,0,
K03770,0,0,0,0,0,0,0,
K21747,0,0,0,0,0,0,0,
K06596,0,0,0,0,0,0,0,
K01439,0,0,0,0,0,0,0,
K09977,0,0,0,0,0,0,0,
K16347,0,0,0,0,0,0,0,
K09790,0,0,0,0,0,0,2,
K07552,0,0,1,0,0,2,0,
K03310,0,0,0,0,2,0,0,
K07001,0,0,0,0,0,0,0,
K01754,4,2,2,0,2,0,0,
K17938,0,0,0,0,0,0,0,
K24101,0,0,0,0,0,0,0,
K08225,0,0,0,0,0,0,0,
K07214,0,0,0,0,0,0,0,
K05375,0,0,0,0,0,0,0,
K00216,0,0,0,0,0,0,0,
K02361,0,0,0,0,2,0,0,
K02363,0,0,0,0,0,0,0,
K01252,0,0,0,0,0,0,0,
K16089,0,0,0,0,0,0,0,
K01081,0,0,0,0,0,0,0,
K06136,0,0,0,0,0,0,0,
K06137,0,0,0,0,1,0,0,
K06138,0,0,0,0,0,0,0,
K06139,0,0,0,0,4,0,0,
K23541,0,0,0,0,0,0,0,
K00163,2,2,5,0,4,0,0,
K19304,0,2,0,0,4,0,0,
K02535,0,0,2,0,0,0,0,
K03531,0,0,0,0,0,0,0,
K03590,4,0,4,0,2,8,0,
K03589,2,0,1,0,0,0,0,
K01921,0,0,0,0,0,0,0,
K01924,0,6,2,0,6,0,0,
K02563,0,0,0,0,0,6,0,
K01920,0,1,0,0,0,0,0,
K02014,2,0,0,0,0,0,0,
K00762,0,0,0,0,0,0,0,
K01142,0,0,0,0,2,0,0,
K10017,0,0,0,0,0,0,0,
K03297,0,0,0,0,0,0,0,
K10015,0,0,0,0,0,0,0,
K10016,0,0,0,0,0,0,0,
K10013,0,0,0,0,0,0,0,
K18900,0,0,0,0,0,0,0,
K18901,0,0,0,0,0,0,0,
K18902,2,0,0,0,2,0,0,
K18903,1,0,0,0,0,0,0,
K00600,0,0,0,0,0,0,0,
K10857,0,0,0,0,2,0,0,
K01990,0,0,0,0,0,2,0,
K06879,2,0,0,0,2,0,0,
K05837,2,0,0,0,0,0,0,
K08305,0,0,6,0,0,0,0,
K03642,2,0,2,2,0,0,0,
K07506,0,0,0,0,0,0,0,
K03527,0,0,0,0,0,0,0,
K08084,0,0,0,0,0,0,0,
K02671,2,0,0,0,0,0,0,
K02672,0,0,0,0,0,0,0,
K02673,0,0,0,0,2,0,0,
K02674,0,0,0,0,0,0,0,
K02655,0,1,0,0,0,0,0,
K02655,0,1,0,0,0,0,0,
K02959,0,1,0,0,0,1,0,
K02860,2,0,0,0,0,2,0,
K00554,0,0,0,0,2,2,0,
K01046,0,0,0,0,0,0,0,
K02884,0,0,0,0,0,0,0,
K03177,0,4,0,0,4,0,0,
K07090,0,0,0,0,0,0,0,
K11939,0,0,0,0,0,0,0,
K11939,0,0,0,0,0,0,0,
K00058,0,0,0,0,0,0,0,
K03923,0,0,0,0,0,0,0,
K08160,0,0,0,0,2,0,0,
K03981,0,0,0,0,0,0,0,
K03650,0,0,0,0,0,0,0,
K03217,0,0,2,0,0,0,0,
K08998,0,0,0,1,0,0,0,
K03536,0,0,0,0,0,0,0,
K02914,1,2,2,0,0,0,0,
K02313,0,0,5,0,4,2,0,
K02338,2,0,2,0,0,0,0,
K03629,0,0,3,0,2,0,2,
K02470,0,0,6,0,2,0,2,
K06158,0,0,0,0,0,0,0,
K15536,0,0,0,0,0,0,0,
K15724,0,0,0,0,0,0,0,
K09001,0,0,0,0,2,0,0,
K01866,0,0,0,0,0,0,0,
K03690,0,0,0,0,0,0,0,
K03688,0,0,2,0,0,0,0,
K11755,0,0,0,0,0,0,0,
K10300,0,2,0,0,0,0,0,
K05559,0,0,0,0,0,2,0,
K05560,0,0,0,0,2,0,0,
K05561,0,0,0,0,4,0,0,
K02519,0,2,2,0,0,0,0,
K05562,0,0,0,0,0,0,0,
K05563,0,0,0,0,0,0,0,
K05564,0,0,0,0,0,0,0,
K02834,0,0,0,0,0,0,0,
K02600,0,4,0,0,8,7,0,
K09748,0,4,0,0,4,0,0,
K03075,0,0,0,0,0,0,0,
K02652,2,0,0,0,0,0,0,
K11209,0,0,0,0,0,0,0,
K01868,2,5,0,0,0,0,0,
K02520,0,0,0,0,0,0,0,
K20034,0,0,0,0,0,0,0,
K09889,0,0,0,0,0,0,0,
K06958,0,0,0,0,0,0,0,
K08485,0,0,0,0,0,0,0,
K01918,0,0,1,0,0,0,0,
